budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
150000000,"Animation, Adventure, Family, Comedy",https://movies.disney.com/moana-2,1241982,"sea, ocean, villain, musical, sequel, duringcreditsstinger, absurd",en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",3664.907,"Walt Disney Pictures, Walt Disney Animation Studios, Walt Disney Animation Studios","CA, US",2024-11-21,1044396565,99,en,Released,The ocean is calling them back.,Moana 2,7.2,1536
21000000,"Action, Drama, Adventure, War",,927342,"based on novel or book, affectation, based on true story, martyr, indian army, counterterrorism, loving, 2010s, indian history, admiring, hopeful, based on real person, ashoka chakra, indian military",ta,அமரன்,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",2763.388,"Raajkamal Films International, Sony Pictures International Productions",IN,2024-10-31,0,169,ta,Released,"There lived a man, who never feigned to be a hero…",Amaran,8.167,105
180000000,"Action, Thriller, Science Fiction",https://www.marvel.com/movies/captain-america-brave-new-world,822119,"hero, superhero, revenge, blunt, aftercreditsstinger, marvel cinematic universe (mcu), sidekick, assassination attempt, political thriller, treaty, international relations, admiring, excited",en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",2666.301,"Marvel Studios, Kevin Feige Productions",US,2025-02-12,192400000,119,"en, ja, es",Released,The future favors the brave.,Captain America: Brave New World,6.2,483
122000000,"Action, Science Fiction, Comedy, Family",https://www.sonicthehedgehogmovie.com,939243,"moon, sequel, based on video game, burlesque, dual role, aftercreditsstinger, duringcreditsstinger, hedgehog, live action and animation, grandfather grandson relationship, animal human friendship, anthropomorphic animal, loss and grief, amused, cliché, complicated, joyful, sceptical, sonic cinematic universe, sonic adventure 2",en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",2651.118,"Paramount Pictures, Original Film, Marza Animation Planet, SEGA, Blur Studio, SEGA of America","US, JP",2024-12-19,472518457,110,en,Released,New adventure. New rival.,Sonic the Hedgehog 3,7.777,1843
0,"Action, Comedy",,1160956,"assistant, zoo, panda, superstar, rescue operation, cliché, international superstar",zh,熊猫计划,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.",1949.941,"Emei Film Studio, Mandarin Motion Pictures, Maoyan Entertainment, Wishart Media",CN,2024-10-01,42333207,99,"ar, zh, en",Released,,Panda Plan,7.277,110
120000000,"Action, Adventure, Thriller",https://www.kravenmovie.com,539972,"hunter, superhero, villain, based on comic, supervillain, antihero, intense",en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",1398.29,"Columbia Pictures, Matt Tolmach Productions, Arad Productions",US,2024-12-11,59184643,127,"en, ru, tr",Released,Villains aren't born. They're made.,Kraven the Hunter,6.677,1232
200000000,"Adventure, Family, Animation",https://movies.disney.com/mufasa-the-lion-king,762509,"friendship, paradise, lion, musical, prequel, jungle, told in flashback, betrayal by friend, chance meeting, live action remake, found family, loving, lost, inspirational, bold, disgusted, hopeful",en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",1539.5,Walt Disney Pictures,US,2024-12-18,673114994,118,en,Released,The story of an orphan who would be king.,Mufasa: The Lion King,7.5,1055
0,"Action, Crime, Thriller",,1138749,,en,The Island,"When his brother is killed, LAPD officer Mark leaves the city to return to the island he grew up on. Seeking answers and ultimately vengeance, he soon finds himself in a bloody battle with the corrupt tycoon who's taken over the island paradise.",1139.977,MSR Media SKN,KN,2023-07-21,39773,93,en,Released,,The Island,6.2,54
20000000,"Action, Crime, Thriller",,1249289,,en,Alarum,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",1084.884,"BondIt Media Capital, Buffalo 8 Productions, Convergence Entertainment, Highland Film Group, Signature Entertainment, Dream Team Films",US,2025-01-16,0,95,en,Released,One hell of a vacation.,Alarum,5.834,199
310000000,"Action, Adventure, Drama",https://www.gladiator.movie,558449,"epic, gladiator, roman empire, ancient rome, sequel, evil tyrant, sword and sandal, sword fighting, second part",en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",876.395,"Paramount Pictures, Scott Free Productions, Lucy Fisher/Douglas Wick Productions",US,2024-11-05,458718000,148,en,Released,Prepare to be entertained.,Gladiator II,6.8,2809
120000000,"Action, Science Fiction, Adventure",https://venom.movie,912649,"hero, superhero, anti hero, villain, alien life-form, based on comic, sequel, aftercreditsstinger, woman director",en,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",872.833,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions",US,2024-10-22,478103649,109,en,Released,'Til death do they part.,Venom: The Last Dance,6.789,2824
0,"Action, Comedy",https://www.netflix.com/title/81307099,993710,"spy, gun fight, spy action",en,Back in Action,"Fifteen years after vanishing from the CIA to start a family, elite spies Matt and Emily jump back into the world of espionage when their cover is blown.",878.347,"Chernin Entertainment, Exhibit A, Good One",US,2025-01-15,0,114,"pl, en",Released,They're living their best lies.,Back in Action,6.484,982
0,"Action, Thriller",https://www.sonypictures.com/movies/sniperthelaststand,1410082,,en,Sniper: The Last Stand,"To stop an arms dealer from unleashing a deadly superweapon, Ace sniper Brandon Beckett and Agent Zero are deployed to Costa Verde to lead a group of elite soldiers against an unrelenting militia. Taking an untested sniper under his wing, Beckett faces his newest challenge: giving orders instead of receiving them. With both time and ammo running low in a race to save humanity, the team must overcome all odds just to survive.",933.081,"Destination Films, Blue Ice Pictures, Blue Ice Africa","US, CA",2025-01-21,0,99,en,Released,,Sniper: The Last Stand,6.7,102
0,"Horror, Thriller, Action",,1247019,exorcism,th,ธี่หยด 2,"Three years after his sister's death, Yak relentlessly searches for the dark spirit that killed her in hopes of seeking revenge.",1106.709,"M Studio, Minds@Work",TH,2024-10-10,4210676,112,th,Released,"The haunted, calling voices will be utterly terrifying.",Death Whisperer 2,7.3,49
25000000,"Horror, Thriller",https://www.wolfmanmovie.com,710295,"monster, moon, transformation, full moon, infection, car crash, woods, oregon, usa, remake, wolfman, werewolf, childhood home, creature feature, monster movie, lycanthrope, body horror, dramatic, horror, cliché",en,Wolf Man,"With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they're attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.",857.942,"Universal Pictures, Cloak & Co., Blumhouse Productions",US,2025-01-15,34355215,103,en,Released,Protect your own.,Wolf Man,6.545,376
24000000,"Action, Drama",,811941,"sea, ship, red sea, boat, fear, battle, unassuming, swords, ships, violence, boats",te,దేవర: Part 1,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.",688.421,"N. T. R. Arts, Yuvasudha Arts",IN,2024-09-26,54000000,175,te,Released,When courage turns into a Disease... Fear is the only cure,Devara: Part 1,7.2,153
0,"Science Fiction, Adventure, Action, Drama, TV Movie",https://www.paramountplus.com/movies/video/hxLi_fyTiqdAOtq1_cSt2HXQuj9mkZJh/,1114894,"blunt, alternate timeline, dystopian nightmare",en,Star Trek: Section 31,Emperor Philippa Georgiou joins a secret division of Starfleet tasked with protecting the United Federation of Planets and faces the sins of her past.,612.596,"Secret Hideout, Roddenberry Entertainment, CBS Studios, Action This Day!",US,2025-01-15,0,96,en,Released,"To protect the light, they fight in shadow.",Star Trek: Section 31,4.751,167
0,"Action, Horror, Thriller",,970450,"moonlight, werewolf, aggressive",en,Werewolves,"A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",568.478,"The Solution, Pimienta, Monty the Dog Productions","PR, US",2024-12-04,1052998,94,"en, es",Released,They will hunt you.,Werewolves,6.221,305
2200000,Horror,,1249013,haunted forest,es,Jugaremos en el bosque,"After the death of his son, Javier hopes that restoring his family's abandoned ranch will allow him and his wife Mariana, who attempted suicide, a new beginning, but his grandmother refuses.",553.393,"La Nonna Films, Sin Sentido Films, Videocine",MX,2024-05-01,0,0,es,Released,,Jugaremos en el bosque,7.3,30
0,Horror,,1352774,"serial killer, human animal hybrid, teen slasher",en,Piglet,"On Kate's 21st birthday camping trip, her friends encounter Piglet, a monstrous human-pig hybrid who brutally murders one of them. They uncover Piglet's origins and Kate must confront her past to survive the relentless killer.",569.023,Proportion Productions,GB,2025-01-25,0,83,en,Released,This pork will chop you up.,Piglet,5.8,8
0,"Romance, Drama",https://www.primevideo.com/detail/0T0W5IBN2BBDVHNONZV7O56801,1294203,"based on novel or book, release from prison, estranged father",en,My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",978.587,"42, Pokeepsie Films, Amazon MGM Studios","ES, GB",2025-02-12,0,121,en,Released,,My Fault: London,7.6,133
17500000,"Horror, Science Fiction",https://mubi.com/en/thesubstance,933260,"new year's eve, capitalism, black market, identity, beauty, satire, aging, celebrity, female protagonist, los angeles, california, has been, aerobics, disfigurement, woman director, beauty standards, insecure woman, toxic masculinity, drug, body horror, youth, actress",en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",598.648,"Working Title Films, Blacksmith, Working Title Films","FR, GB, US",2024-09-07,76506196,141,en,Released,Become a better you.,The Substance,7.1,3847
0,"Action, Comedy",,1255788,distressing,fr,Le Jardinier,"Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",564.333,"uMedia, Rose Productions","BE, FR",2025-01-30,0,110,fr,Released,,The Gardener,6.5,71
0,"Action, Adventure, Fantasy, Animation",https://www.sololevelingreawakening.com,1357633,"based on novel or book, based on comic, compilation, edited from tv series, anime, based on webcomic or webtoon",ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",574.796,"Aniplex, A-1 Pictures",JP,2024-11-26,4150341,116,ja,Released,,Solo Leveling -ReAwakening-,6.9,133
0,"Romance, Science Fiction, Thriller",https://tv.apple.com/movie/umc.cmc.26o403koqo2klixc0jtqy6tmc,950396,"canyon, fog, romance, tower, elite sniper, snipers, long-term observation",en,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",648.981,"Skydance Media, Crooked Highway, Apple Studios",US,2025-02-13,0,127,"en, lt",Released,The world's most dangerous secret lies between them.,The Gorge,7.9,625
50000000,"Horror, Fantasy",https://www.focusfeatures.com/nosferatu,426063,"cold, based on novel or book, vampire, necrophilia, eroticism, possession, würzburg, remake, gothic horror, desire, somnambulism, plague, 19th century, dread, drinking blood, supernatural horror, period piece, 1830s, nightmares",en,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",643.565,"Focus Features, Studio 8, Maiden Voyage Pictures, Birch Hill Road Entertainment",US,2024-12-25,173394574,133,"de, en, ro, ru, es",Released,Succumb to the darkness.,Nosferatu,6.7,2106
18000000,"Action, Science Fiction, Thriller",https://www.elevationmovie.com,1035048,"mine, colorado, alien, hospital, alien invasion, ski lift, abandoned mine, monsters, suspenseful, mountains",en,Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,618.091,"Lyrical Media, Fuller Media, Inspire Entertainment, Grinder Monkey, John Glenn Entertainment",US,2024-11-07,3300000,91,en,Released,Don't go down without a fight.,Elevation,6.4,536
50000000,"Comedy, Drama, Romance",https://www.peacocktv.com/stream-movies/bridget-jones-mad-about-the-boy,1272149,"based on novel or book, female friendship, romcom, sequel",en,Bridget Jones: Mad About the Boy,"Bridget Jones finally has some luck in her life; she has a great job as a screenwriter, her family and a new boyfriend; the fact that he's over twenty years her junior isn't the only thing causing problems.",614.838,"Working Title Films, Miramax, StudioCanal","GB, US, FR",2025-02-12,35000000,124,en,Released,She's starting a new chapter. Just as she is.,Bridget Jones: Mad About the Boy,6.8,74
0,"Romance, Drama",https://afdah.live/,1010581,"first time, forbidden love, stepbrother, female protagonist, underage sex, stepsister, disturbed, based on young adult novel, enemies to lovers, passion and romance, car, disapproving, disgusted, step-sibling romance",es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",581.588,"Pokeepsie Films, Amazon Studios",ES,2023-06-08,0,117,es,Released,Love can only survive in the shadow of secrets.,My Fault,7.8,3542
0,"Action, Thriller",,1081012,,en,Aftermath,"A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage.",469.97,Voltage Pictures,US,2024-09-27,0,95,en,Released,Survival is the only option.,Aftermath,6.479,96
250000000,"Action, Fantasy, Comedy",https://www.amazon.com/salp/redonemovie,845781,"bounty hunter, holiday, kidnapping, santa claus, polar bear, christmas, action comedy, christmas eve, family comedy, fantasy comedy, excited",en,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",491.994,"Seven Bucks Productions, The Detective Agency, Chris Morgan Productions, Metro-Goldwyn-Mayer",US,2024-10-31,185700759,124,en,Released,The mission to save Christmas is on.,Red One,7.1,2300
30000000,"Animation, Fantasy, Adventure, Family, Action",https://www.lotrthewaroftherohirrim.com/,839033,"epic, based on novel or book, prequel, treachery, fantasy world, anime, war, amused, epic fantasy, horsemen",en,The Lord of the Rings: The War of the Rohirrim,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",499.573,"New Line Cinema, Warner Bros. Animation, Sola Entertainment, Middle-earth Enterprises, WingNut Films, Domain Entertainment","JP, NZ, US",2024-12-05,19958572,134,en,Released,Hope has yet to abandon these lands.,The Lord of the Rings: The War of the Rohirrim,6.7,429
200000000,"Action, Comedy, Science Fiction",https://www.marvel.com/movies/deadpool-and-wolverine,533535,"hero, superhero, anti hero, mutant, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mutants, superhero teamup",en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",455.384,"Marvel Studios, Maximum Effort, 21 Laps Entertainment, 20th Century Studios, Kevin Feige Productions, TSG Entertainment",US,2024-07-24,1338073645,128,en,Released,Come together.,Deadpool & Wolverine,7.6,6707
78000000,"Animation, Science Fiction, Family",https://www.thewildrobotmovie.com,1184918,"villain, robot, based on children's book, female villain, aftercreditsstinger, duringcreditsstinger, adopted son, complex, kids, traditional parenting, admiring, familiar, sarcastic",en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",427.385,DreamWorks Animation,US,2024-09-12,324816010,102,en,Released,Discover your true nature.,The Wild Robot,8.3,4329
30000000,"Action, Crime, Thriller",https://flixerhd.com/,974453,gangster,en,Absolution,"An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.",434.431,"Electromagnetic Productions, Sculptor Media, north.five.six",US,2024-10-31,3854594,112,en,Released,Everyone pays in the end.,Absolution,5.877,328
0,"War, History, Drama",,1222248,"world war ii, norway, understated",no,Nr. 24,"On the brink of the Second World War, a young Norwegian man's drive to resist the Nazis sets a new course for his future – and the future of his country.",394.748,"Motion Blur, SF Norge",NO,2024-10-30,3301976,112,"en, no",Released,,Number 24,7.034,220
0,"Action, Adventure",https://kingdom-the-movie.jp/index.html,1241320,,ja,キングダム 大将軍の帰還,"Depicts a continuation of the ""Battle of Mayang"", an all-out war against the neighboring country Zhao that Shin and Wang Ki fought in in the previous work ""Flame of Fate"".",435.146,"TOHO, Nippon Television Network Corporation, Sony Pictures International Productions, Sony Pictures, CREDEUS",JP,2024-07-12,54114815,146,ja,Released,,Kingdom IV: Return of the Great General,6.919,270
90000000,"Family, Adventure, Comedy",https://www.paddingtoninperu.co.uk,516729,"sequel, bear, based on children's book, aunt nephew relationship, united kingdom, live action and animation, children's adventure, perú, anthropomorphic animal, family comedy",en,Paddington in Peru,"Paddington travels to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown Family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey through the Amazon rainforest and up to the mountain peaks of Peru.",489.852,"Marmalade Pictures, Kinoshita Group, StudioCanal, Stage 6 Films","JP, GB, FR, US",2024-11-08,131800000,106,"en, es",Released,A little bear goes a long way.,Paddington in Peru,7.0,94
100000000,"Animation, Family, Comedy, Science Fiction",https://www.despicable.me,519182,"superhero, villain, sequel, super villain, aftercreditsstinger, duringcreditsstinger, calm, illumination, kids",en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",401.231,"Universal Pictures, Illumination",US,2024-06-20,969280910,94,en,Released,Things just got a little more despicable.,Despicable Me 4,7.1,2551
0,"Romance, Drama",https://www.amazon.com/dp/B0DJ1L7ZN3,1156593,"based on novel or book, suicide attempt, sequel, mental health, romantic drama",es,Culpa tuya,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,417.066,"Pokeepsie Films, Amazon MGM Studios","ES, US",2024-12-26,0,118,es,Released,Divided by family. Driven by love.,Your Fault,7.14,1054
0,"Romance, Drama",https://www.amazon.com/dp/B0DJ1L7ZN3,1156593,"based on novel or book, suicide attempt, sequel, mental health, romantic drama",es,Culpa tuya,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,417.066,"Pokeepsie Films, Amazon MGM Studios","ES, US",2024-12-26,0,118,es,Released,Divided by family. Driven by love.,Your Fault,7.14,1054
18000000,"Adventure, Action",http://www.indianajones.com,85,"egypt, treasure, medallion, swastika, saving the world, nepal, himalaya mountain range, cairo, moses, hat, whip, leather jacket, mediterranean, ark of the covenant, ten commandments, nazi, excavation, riddle, treasure hunt, archaeologist, adventurer, archeology, religious history, 1930s, dramatic",en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",407.733,"Paramount Pictures, Lucasfilm Ltd.",US,1981-06-12,389925971,115,"en, es, de, he, ar, ne",Released,"If adventure has a name, it must be Indiana Jones!",Raiders of the Lost Ark,7.9,12676
100000000,"Animation, Family, Comedy, Science Fiction",https://www.despicable.me,519182,"superhero, villain, sequel, super villain, aftercreditsstinger, duringcreditsstinger, calm, illumination, kids",en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",401.231,"Universal Pictures, Illumination",US,2024-06-20,969280910,94,en,Released,Things just got a little more despicable.,Despicable Me 4,7.1,2551
3500000,"Animation, Fantasy, Adventure",https://flow.movie/,823219,"ocean, cat, boat, dystopia, dog, golden retriever, flood, lemur, bird, 3d animation, fantasy, capybara, adventure",lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",397.07,"Dream Well Studio, Sacrebleu Productions, Take Five, ARTE France Cinéma, RTBF","BE, FR, LV",2024-08-29,14463155,85,xx,Released,Share in the beauty of togetherness.,Flow,8.3,1138
0,"War, History, Drama",,1222248,"world war ii, norway, understated",no,Nr. 24,"On the brink of the Second World War, a young Norwegian man's drive to resist the Nazis sets a new course for his future – and the future of his country.",394.748,"Motion Blur, SF Norge",NO,2024-10-30,3301976,112,"en, no",Released,,Number 24,7.034,220
4350000,"Animation, Drama, Comedy",http://adamelliot.com.au/,1064486,"difficult childhood, death of father, stop motion, adult animation, death in childbirth, broken family, aggressive, brother sister relationship, snail, depressing",en,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",375.884,"Arenamedia, Screen Australia",AU,2024-10-17,1189972,94,"en, fr",Released,"Life can only be understood backwards, but we have to live it forwards.",Memoir of a Snail,7.7,160
35954590,"Action, Drama, Thriller, War",,1043905,fictionalized history,en,Dirty Angels,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",373.821,"Millennium Media, Nu Boyana Film Studios, I Road Productions","BG, US",2024-12-11,0,104,"en, ku, ur",Released,Fight Your Way Out.,Dirty Angels,6.225,200
110000000,"Music, Drama",https://www.bettermanmovie.com,799766,"depression, yacht, drug addiction, musical, biography, family abandonment, drugs, monkey, teenage boy, pop music, price of fame, girl group, boy band, 1980s, 1990s, arrested development, self-harm, father son relationship, mother son relationship, 2000s, grandmother grandson relationship, based on real person, based on real events",en,Better Man,"Follow Robbie Williams' journey from childhood, to being the youngest member of chart-topping boyband Take That, through to his unparalleled achievements as a record-breaking solo artist – all the while confronting the challenges that stratospheric fame and success can bring.",372.818,"RocketScience, Facing East Entertainment, Sina Studios, Lost Bandits, Footloose Productions, VicScreen, RPW Productions, Azure Centrum, Partizan Films, Mid-March Media","AU, GB, US, CN, CY",2024-12-14,19749055,136,en,Released,Fame makes monkeys of us all.,Better Man,7.5,181
82700000,"Animation, Fantasy, Adventure",,980477,"based on myths, legends or folklore, shocking, 3d animation, nezha, chinese mythology, donghua, instructive",zh,哪吒之魔童闹海,"After the Tribulation, although the souls of Ne Zha and Ao Bing were preserved, their physical bodies would soon be completely destroyed. Tai Yi Zhen Ren plans to use the Seven Colored Lotus to reshape their physical forms. But in the process of reshaping, they encounter numerous difficulties. Where will the fate of Ne Zha and Ao Bing go?",369.771,"Chengdu Coco Cartoon, Beijing Enlight Pictures, Chengdu Enlight Animation, Coloroom Pictures",CN,2025-01-29,1644110000,143,zh,Released,,Ne Zha 2,7.8,74
200000000,"Animation, Adventure, Comedy, Family",https://movies.disney.com/inside-out-2,1022789,"sadness, disgust, sequel, computer animation, teenage girl, fear, anger, envy, aftercreditsstinger, duringcreditsstinger, emotions, embarrasment, anxious, joy, anxiety, hopeful",en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",369.362,"Walt Disney Pictures, Pixar",US,2024-06-11,1698778437,97,en,Released,Make room for new emotions.,Inside Out 2,7.561,5536
0,"Romance, Drama",,1252309,"spain, based on novel or book, woman director, erotic romance",es,Pídeme lo que quieras,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",366.81,"Versus Entertainment, LyO Media, Warner Bros. Entertainment España, 4 Cats Pictures",ES,2024-11-29,0,0,es,Released,,Ask Me What You Want,6.1,84
6000000,"Drama, Comedy, Romance",https://anora.film,1064213,"new year's eve, new york city, marriage, boardwalk, baptism, strip club, coney island, female protagonist, mansion, class differences, las vegas, lap dance, home invasion, drunk, brooklyn, new york city, screwball comedy, new york subway, immaturity, city hall, exotic dancer, sex worker, meddling parents, annulment, strip show, russian oligarch, sex, party, vegas wedding, romantic dramedy, hilarious, cinderella story, compassionate, female nudity, brighton beach",en,Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",366.107,"Cre Film, FilmNation Entertainment",US,2024-10-14,33516549,139,"en, hy, ru",Released,Love is a hustle.,Anora,7.0,1046
0,"Animation, Documentary",https://lorimalepart-clitoris.tumblr.com/,426889,"sex education, female sexuality, short film",fr,Le clitoris,"Women are lucky, they get to have the only organ in the human body dedicated exclusively for pleasure: the clitoris! In this humorous and instructive animated documentary, find out its unrecognized anatomy and its unknown herstory.",352.899,Mel Hoppenheim School of Cinema,CA,2016-06-18,0,3,fr,Released,,Le clitoris,7.0,34
20000000,Drama,https://a24films.com/films/babygirl,1097549,"infidelity, new york city, husband wife relationship, sexual frustration, sexuality, eroticism, seduction, workplace, female protagonist, married woman, ceo, intern, woman director, submission, taboo sex, masculinity, female sexuality, innuendo, erotic thriller, workplace romance, unfaithful wife, sex, young man seduces old lady, age-gap relationship, kink, power dynamics, employee boss relationship",en,Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,351.992,"A24, 2AM, Man Up Film","US, NL",2024-12-25,47756311,115,en,Released,This Christmas get exactly what you want.,Babygirl,5.7,469
